CARHR000010.1	CARHR172190.1	NA
CARHR002790.1	CARHR095180.1	NA
CARHR002790.1	CARHR163510.1	NA
CARHR002790.1	CARHR234120.1	NA
CARHR002790.1	CARHR234120.1	NA
CARHR002790.1	CARHR206290.1	NA
CARHR002790.1	CARHR227100.1	NA
CARHR002790.1	CARHR227100.1	NA
CARHR002790.1	CARHR236270.1	3.3892
CARHR002790.1	CARHR236270.1	3.3892
CARHR002790.1	CARHR236270.1	3.3892
CARHR002790.1	CARHR105540.1	NA
CARHR002790.1	CARHR105540.1	NA
CARHR002790.1	CARHR066040.1	NA
CARHR002790.1	CARHR066040.1	NA
CARHR002790.1	CARHR066040.1	NA
CARHR002790.1	CARHR057050.1	NA
CARHR002790.1	CARHR127150.1	NA
CARHR002790.1	CARHR127150.1	NA
CARHR002790.1	CARHR127150.1	NA
CARHR002790.1	CARHR069240.1	NA
CARHR002790.1	CARHR069240.1	NA
CARHR002790.1	CARHR244590.1	NA
CARHR002790.1	CARHR244590.1	NA
CARHR002790.1	CARHR244590.1	NA
CARHR002790.1	CARHR206280.1	NA
CARHR002790.1	CARHR099030.1	NA
CARHR002790.1	CARHR247420.1	3.983
CARHR002790.1	CARHR118040.1	NA
CARHR002790.1	CARHR056180.1	NA
CARHR002790.1	CARHR056180.1	NA
CARHR002790.1	CARHR056180.1	NA
CARHR002790.1	CARHR056180.1	NA
CARHR002790.1	CARHR066050.1	NA
CARHR002790.1	CARHR066050.1	NA
CARHR002790.1	CARHR065040.1	NA
CARHR002790.1	CARHR065040.1	NA
CARHR002790.1	CARHR065040.1	NA
CARHR002790.1	CARHR137880.1	NA
CARHR002790.1	CARHR137880.1	NA
CARHR002790.1	CARHR074420.1	NA
CARHR002790.1	CARHR253250.1	NA
CARHR002790.1	CARHR253250.1	NA
CARHR002790.1	CARHR253250.1	NA
CARHR002790.1	CARHR253250.1	NA
CARHR002790.1	CARHR192330.1	NA
CARHR002790.1	CARHR293250.1	NA
CARHR002790.1	CARHR293250.1	NA
CARHR002790.1	CARHR293250.1	NA
CARHR002790.1	CARHR155710.1	NA
CARHR002790.1	CARHR206270.1	NA
CARHR002790.1	CARHR253290.1	NA
CARHR002790.1	CARHR253290.1	NA
CARHR002790.1	CARHR106470.1	NA
CARHR002790.1	CARHR144560.1	NA
CARHR002790.1	CARHR144560.1	NA
CARHR002790.1	CARHR280340.1	NA
CARHR002790.1	CARHR048710.1	NA
CARHR002790.1	CARHR236430.1	NA
CARHR002790.1	CARHR236430.1	NA
CARHR002790.1	CARHR236430.1	NA
CARHR002790.1	CARHR086720.1	NA
CARHR002790.1	CARHR190100.1	NA
CARHR002790.1	CARHR166520.1	NA
CARHR002790.1	CARHR166520.1	NA
CARHR002790.1	CARHR206300.1	NA
CARHR002790.1	CARHR206300.1	NA
CARHR002790.1	CARHR104130.1	NA
CARHR002790.1	CARHR039350.1	NA
CARHR002790.1	CARHR099020.1	5.504
CARHR002790.1	CARHR275250.1	NA
CARHR002790.1	CARHR007120.1	NA
CARHR002790.1	CARHR060140.1	NA
CARHR002790.1	CARHR067450.1	NA
CARHR002790.1	CARHR143740.1	8.0107
CARHR002790.1	CARHR067550.1	NA
CARHR002790.1	CARHR105520.1	NA
CARHR002790.1	CARHR105520.1	NA
CARHR002790.1	CARHR212240.1	NA
CARHR002790.1	CARHR220400.1	NA
CARHR002790.1	CARHR080100.1	NA
CARHR002790.1	CARHR105460.1	NA
CARHR002790.1	CARHR199130.1	NA
CARHR002790.1	CARHR212300.1	6.1771
CARHR002790.1	CARHR136900.1	NA
CARHR002790.1	CARHR136900.1	NA
CARHR002790.1	CARHR067410.1	NA
CARHR002790.1	CARHR067410.1	NA
CARHR002790.1	CARHR197320.1	NA
CARHR002790.1	CARHR155730.1	NA
CARHR002790.1	CARHR155730.1	NA
CARHR002790.1	CARHR155730.1	NA
CARHR002790.1	CARHR155740.1	NA
CARHR002790.1	CARHR155740.1	NA
CARHR002790.1	CARHR033550.1	7.1314
CARHR002790.1	CARHR033550.1	7.1314
CARHR002790.1	CARHR033550.1	7.1314
CARHR002790.1	CARHR105670.1	NA
CARHR002790.1	CARHR067350.1	NA
CARHR002790.1	CARHR247310.1	3.839
CARHR002790.1	CARHR247310.1	3.839
CARHR002790.1	CARHR085660.1	NA
CARHR002790.1	CARHR085660.1	NA
CARHR002790.1	CARHR191780.1	NA
CARHR002790.1	CARHR026170.1	NA
CARHR002790.1	CARHR271960.1	NA
CARHR002790.1	CARHR087990.1	NA
CARHR002790.1	CARHR253180.1	NA
CARHR002790.1	CARHR184630.1	NA
CARHR002790.1	CARHR129100.1	NA
CARHR002790.1	CARHR014970.1	NA
CARHR002790.1	CARHR238410.1	NA
CARHR002790.1	CARHR253370.1	NA
CARHR002790.1	CARHR146480.1	NA
CARHR002790.1	CARHR045310.1	NA
CARHR002790.1	CARHR045310.1	NA
CARHR002790.1	CARHR045310.1	NA
CARHR002790.1	CARHR078050.1	NA
CARHR002790.1	CARHR078050.1	NA
CARHR002790.1	CARHR253240.1	NA
CARHR002790.1	CARHR253240.1	NA
CARHR002790.1	CARHR045870.1	NA
CARHR002790.1	CARHR060090.1	NA
CARHR002790.1	CARHR126060.1	NA
CARHR002790.1	CARHR176190.1	NA
CARHR002790.1	CARHR045880.1	NA
CARHR002790.1	CARHR045880.1	NA
CARHR002790.1	CARHR030910.1	5.6722
CARHR002790.1	CARHR127010.1	NA
CARHR002790.1	CARHR013610.1	NA
CARHR002790.1	CARHR253200.1	NA
CARHR002790.1	CARHR045890.1	NA
CARHR002790.1	CARHR053860.1	NA
CARHR002790.1	CARHR118880.1	4.4225
CARHR002790.1	CARHR203010.1	NA
CARHR002790.1	CARHR127070.1	NA
CARHR002790.1	CARHR067560.1	NA
CARHR002790.1	CARHR067560.1	NA
CARHR002790.1	CARHR276500.1	NA
CARHR002790.1	CARHR053840.1	NA
CARHR002790.1	CARHR277630.1	NA
CARHR002790.1	CARHR029110.1	NA
CARHR002790.1	CARHR047920.1	NA
CARHR002790.1	CARHR231130.1	NA
CARHR002790.1	CARHR279190.1	NA
CARHR002790.1	CARHR007110.1	NA
CARHR002790.1	CARHR038110.1	NA
CARHR002790.1	CARHR019250.1	NA
CARHR002790.1	CARHR094720.1	3.8109
CARHR002790.1	CARHR253280.1	NA
CARHR002790.1	CARHR043660.1	NA
CARHR002790.1	CARHR033720.1	NA
CARHR002790.1	CARHR127090.1	NA
CARHR002790.1	CARHR236350.1	NA
CARHR002790.1	CARHR175550.1	NA
CARHR002800.1	CARHR137510.1	0.8947
CARHR002800.1	CARHR137530.1	0.9711
CARHR002800.1	CARHR256260.1	1.4363
CARHR002800.1	CARHR127280.1	0.8319
CARHR002800.1	CARHR137500.1	1.6242
CARHR002800.1	CARHR168770.1	2.1277
CARHR002800.1	CARHR168620.1	1.5663
CARHR002800.1	CARHR168680.1	1.217
CARHR002810.1	CARHR251500.1	1.17
CARHR002810.1	CARHR119710.1	NA
CARHR002810.1	CARHR008300.1	NA
CARHR002810.1	CARHR122680.1	NA
CARHR002810.1	CARHR155400.1	NA
CARHR002810.1	CARHR180230.1	NA
CARHR002810.1	CARHR285380.1	NA
CARHR002810.1	CARHR134740.1	NA
CARHR002810.1	CARHR046910.1	NA
CARHR002810.1	CARHR080010.1	NA
CARHR002810.1	CARHR255340.1	NA
CARHR002810.1	CARHR168900.1	NA
CARHR002810.1	CARHR137570.1	NA
CARHR002810.1	CARHR010580.1	NA
CARHR002810.1	CARHR268620.1	NA
CARHR002810.1	CARHR024780.1	NA
CARHR002810.1	CARHR234340.1	NA
CARHR002810.1	CARHR053260.1	NA
CARHR002810.1	CARHR063060.1	NA
CARHR002810.1	CARHR137890.1	NA
CARHR002810.1	CARHR040390.1	NA
CARHR002810.1	CARHR095510.1	NA
CARHR002820.1	CARHR251500.1	2.0317
CARHR002830.1	CARHR251540.1	0.8292
CARHR002830.1	CARHR222670.1	8.6299
CARHR002840.1	CARHR143310.1	7.6881
CARHR002850.1	CARHR251640.1	NA
CARHR002860.1	CARHR248840.1	3.1467
CARHR002860.1	CARHR148860.1	2.2687
CARHR002860.1	CARHR011950.1	1.8343
CARHR002860.1	CARHR110090.1	1.8415
CARHR002860.1	CARHR261780.1	2.7167
CARHR002860.1	CARHR110100.1	2.5089
CARHR002860.1	CARHR250390.1	2.6693
CARHR002860.1	CARHR250390.1	2.6693
CARHR002860.1	CARHR148880.1	NA
CARHR002860.1	CARHR250400.1	3.6345
CARHR002860.1	CARHR217550.1	3.1637
CARHR002860.1	CARHR191180.1	4.7918
CARHR002860.1	CARHR175500.1	1.8751
CARHR002860.1	CARHR175500.1	1.8751
CARHR002860.1	CARHR110830.1	1.7755
CARHR002860.1	CARHR273550.1	2.2433
CARHR002860.1	CARHR273540.1	2.3145
CARHR002860.1	CARHR110110.1	2.1015
CARHR002860.1	CARHR273530.1	2.1245
CARHR002860.1	CARHR039930.1	6.1324
CARHR002860.1	CARHR081310.1	1.8616
CARHR002860.1	CARHR145120.1	2.9904
CARHR002860.1	CARHR250050.1	2.8483
CARHR002860.1	CARHR110710.1	2.3471
CARHR002860.1	CARHR269100.1	2.7434
CARHR002860.1	CARHR085920.1	NA
CARHR002860.1	CARHR158340.1	8.3433
CARHR002860.1	CARHR209970.1	4.1811
CARHR002860.1	CARHR261500.1	2.6225
CARHR002860.1	CARHR045070.1	3.4
CARHR002860.1	CARHR159840.1	4.548
CARHR002860.1	CARHR107780.1	3.1495
CARHR002860.1	CARHR261490.1	4.6931
CARHR002860.1	CARHR148980.1	6.464
CARHR002860.1	CARHR029480.1	4.1636
CARHR002860.1	CARHR118070.1	2.8063
CARHR002860.1	CARHR256020.1	NA
CARHR002860.1	CARHR176630.1	NA
CARHR002860.1	CARHR050630.1	3.8852
CARHR002860.1	CARHR195160.1	3.0509
CARHR002860.1	CARHR145130.1	5.0061
CARHR002860.1	CARHR040270.1	6.0007
CARHR002860.1	CARHR113370.1	4.078
CARHR002860.1	CARHR221510.1	4.788
CARHR002860.1	CARHR278570.1	5.1757
CARHR002860.1	CARHR045050.1	3.9822
CARHR002860.1	CARHR087660.1	2.9302
CARHR002860.1	CARHR058450.1	3.6026
CARHR002860.1	CARHR088280.1	4.9684
CARHR002860.1	CARHR088290.1	2.7787
CARHR002860.1	CARHR107790.1	3.2258
CARHR002860.1	CARHR088270.1	3.2184
CARHR002860.1	CARHR211050.1	NA
CARHR002860.1	CARHR148610.1	NA
CARHR002860.1	CARHR138290.1	NA
CARHR002860.1	CARHR146810.1	2.7325
CARHR002860.1	CARHR045110.1	3.2375
CARHR002860.1	CARHR273570.1	2.5698
CARHR002860.1	CARHR114430.1	NA
CARHR002860.1	CARHR097090.1	2.8626
CARHR002860.1	CARHR114780.1	NA
CARHR002860.1	CARHR149020.1	6.8089
CARHR002860.1	CARHR262790.1	5.7961
CARHR002860.1	CARHR269170.1	3.5227
CARHR002860.1	CARHR269160.1	NA
CARHR002860.1	CARHR290660.1	2.5634
CARHR002860.1	CARHR147550.1	2.2535
CARHR002860.1	CARHR147540.1	8.3114
CARHR002860.1	CARHR175700.1	NA
CARHR002860.1	CARHR050480.1	NA
CARHR002870.1	CARHR111120.1	NA
CARHR002870.1	CARHR158000.1	NA
CARHR002870.1	CARHR032750.1	NA
CARHR002870.1	CARHR132280.1	NA
CARHR002870.1	CARHR285360.1	NA
CARHR002870.1	CARHR179010.1	NA
CARHR002870.1	CARHR227650.1	NA
CARHR002870.1	CARHR020730.1	NA
CARHR002870.1	CARHR154870.1	NA
CARHR002870.1	CARHR005270.1	NA
CARHR002870.1	CARHR167630.1	NA
CARHR002870.1	CARHR245340.1	NA
CARHR002870.1	CARHR245340.1	NA
CARHR002870.1	CARHR088490.1	NA
CARHR002870.1	CARHR225600.1	NA
CARHR002870.1	CARHR123110.1	NA
CARHR002870.1	CARHR028120.1	NA
CARHR002870.1	CARHR111930.1	NA
CARHR002870.1	CARHR204820.1	NA
CARHR002870.1	CARHR041310.1	NA
CARHR002870.1	CARHR215340.1	NA
CARHR002870.1	CARHR089460.1	8.4453
CARHR002870.1	CARHR273080.1	NA
CARHR002870.1	CARHR007890.1	NA
CARHR002870.1	CARHR005670.1	NA
CARHR002870.1	CARHR098570.1	NA
CARHR002870.1	CARHR196300.1	NA
CARHR002870.1	CARHR196300.1	NA
CARHR002870.1	CARHR251090.1	NA
CARHR002870.1	CARHR075350.1	NA
CARHR002870.1	CARHR067930.1	NA
CARHR002870.1	CARHR061800.1	NA
CARHR002870.1	CARHR221420.1	NA
CARHR002870.1	CARHR030950.1	NA
CARHR002870.1	CARHR204480.1	NA
CARHR002870.1	CARHR269710.1	NA
CARHR002870.1	CARHR049870.1	NA
CARHR002870.1	CARHR223460.1	NA
CARHR002870.1	CARHR026130.1	NA
CARHR002870.1	CARHR087300.1	NA
CARHR002870.1	CARHR242250.1	NA
CARHR002870.1	CARHR079000.1	NA
CARHR002870.1	CARHR156170.1	NA
CARHR002870.1	CARHR013780.1	NA
CARHR002870.1	CARHR245760.1	NA
CARHR002870.1	CARHR265620.1	NA
CARHR002870.1	CARHR009130.1	5.1721
CARHR002870.1	CARHR238980.1	8.6684
CARHR002870.1	CARHR043860.1	NA
CARHR002870.1	CARHR091070.1	NA
CARHR002870.1	CARHR206660.1	NA
CARHR002870.1	CARHR128480.1	4.5737
CARHR002870.1	CARHR284650.1	NA
CARHR002870.1	CARHR018240.1	NA
CARHR002870.1	CARHR086020.1	7.5804
CARHR002870.1	CARHR238580.1	NA
CARHR002870.1	CARHR083400.1	NA
CARHR002870.1	CARHR263040.1	NA
CARHR002870.1	CARHR009370.1	NA
CARHR002870.1	CARHR291600.1	NA
CARHR002870.1	CARHR132270.1	NA
CARHR002870.1	CARHR179690.1	NA
CARHR002870.1	CARHR145400.1	NA
CARHR002870.1	CARHR226080.1	NA
CARHR002870.1	CARHR002900.1	NA
CARHR002870.1	CARHR145190.1	4.5831
CARHR002870.1	CARHR198010.1	NA
CARHR002870.1	CARHR104800.1	NA
CARHR002870.1	CARHR076310.1	6.9421
CARHR002870.1	CARHR220070.1	NA
CARHR002870.1	CARHR290120.1	NA
CARHR002870.1	CARHR247200.1	NA
CARHR002870.1	CARHR009180.1	NA
CARHR002870.1	CARHR135810.1	NA
CARHR002870.1	CARHR019090.1	NA
CARHR002870.1	CARHR137990.1	NA
CARHR002870.1	CARHR225710.1	9.0524
CARHR002870.1	CARHR220200.1	NA
CARHR002870.1	CARHR232680.1	NA
CARHR002870.1	CARHR146270.1	NA
CARHR002870.1	CARHR281230.1	NA
CARHR002870.1	CARHR077590.1	NA
CARHR002870.1	CARHR127830.1	NA
CARHR002870.1	CARHR200180.1	NA
CARHR002870.1	CARHR246740.1	NA
CARHR002870.1	CARHR131450.1	NA
CARHR002870.1	CARHR241200.1	NA
CARHR002870.1	CARHR163210.1	NA
CARHR002870.1	CARHR113200.1	NA
CARHR002870.1	CARHR275560.1	NA
CARHR002870.1	CARHR074950.1	NA
CARHR002870.1	CARHR222870.1	NA
CARHR002870.1	CARHR098020.1	5.9183
CARHR002870.1	CARHR016080.1	NA
CARHR002870.1	CARHR291190.1	NA
CARHR002870.1	CARHR291190.1	NA
CARHR002870.1	CARHR053480.1	NA
CARHR002870.1	CARHR286660.1	NA
CARHR002870.1	CARHR010470.1	NA
CARHR002870.1	CARHR229720.1	NA
CARHR002870.1	CARHR197950.1	NA
CARHR002870.1	CARHR136190.1	NA
CARHR002870.1	CARHR242130.1	NA
CARHR002870.1	CARHR102870.1	NA
CARHR002870.1	CARHR147870.1	NA
CARHR002870.1	CARHR131090.1	NA
CARHR002870.1	CARHR033680.1	NA
CARHR002870.1	CARHR239330.1	NA
CARHR002870.1	CARHR166670.1	NA
CARHR002870.1	CARHR062230.1	NA
CARHR002870.1	CARHR140560.1	NA
CARHR002870.1	CARHR203380.1	NA
CARHR002870.1	CARHR257210.1	NA
CARHR002870.1	CARHR144070.1	NA
CARHR002870.1	CARHR067890.1	NA
CARHR002870.1	CARHR158810.1	NA
CARHR002870.1	CARHR226130.1	NA
CARHR002870.1	CARHR281250.1	5.4869
CARHR002870.1	CARHR014930.1	NA
CARHR002870.1	CARHR160900.1	NA
CARHR002870.1	CARHR193970.1	NA
CARHR002870.1	CARHR275360.1	NA
CARHR002880.1	CARHR251770.1	0.8904
CARHR002880.1	CARHR198260.1	NA
CARHR002880.1	CARHR262140.1	NA
CARHR002880.1	CARHR235160.1	4.5652
CARHR002880.1	CARHR090310.1	8.5444
CARHR002880.1	CARHR043320.1	6.1545
CARHR002880.1	CARHR077750.1	8.0544
CARHR002880.1	CARHR132010.1	3.0756
CARHR002880.1	CARHR064360.1	9.2397
CARHR002880.1	CARHR100190.1	NA
CARHR002900.1	CARHR171460.1	9.69
CARHR002900.1	CARHR171460.1	9.69
CARHR002900.1	CARHR104800.1	NA
CARHR002900.1	CARHR247200.1	NA
CARHR002900.1	CARHR074950.1	NA
CARHR002900.1	CARHR225600.1	NA
CARHR002900.1	CARHR120230.1	6.5145
CARHR002900.1	CARHR083400.1	8.6752
CARHR002900.1	CARHR083400.1	8.6752
CARHR002900.1	CARHR241200.1	NA
CARHR002900.1	CARHR016080.1	NA
CARHR002900.1	CARHR098020.1	NA
CARHR002900.1	CARHR145740.1	NA
CARHR002900.1	CARHR145740.1	NA
CARHR002900.1	CARHR167630.1	NA
CARHR002900.1	CARHR167630.1	NA
CARHR002900.1	CARHR185760.1	NA
CARHR002900.1	CARHR156560.1	8.2597
CARHR002900.1	CARHR242130.1	NA
CARHR002900.1	CARHR240350.1	NA
CARHR002900.1	CARHR240350.1	NA
CARHR002900.1	CARHR007890.1	7.8439
CARHR002900.1	CARHR227870.1	NA
CARHR002900.1	CARHR219380.1	NA
CARHR002900.1	CARHR099300.1	NA
CARHR002900.1	CARHR158050.1	NA
CARHR002900.1	CARHR075350.1	NA
CARHR002900.1	CARHR128480.1	NA
CARHR002900.1	CARHR128480.1	NA
CARHR002900.1	CARHR079580.1	NA
CARHR002900.1	CARHR054950.1	NA
CARHR002900.1	CARHR020730.1	6.0047
CARHR002900.1	CARHR076310.1	NA
CARHR002900.1	CARHR077590.1	NA
CARHR002900.1	CARHR113200.1	4.772
CARHR002900.1	CARHR246410.1	NA
CARHR002900.1	CARHR251090.1	6.8377
CARHR002900.1	CARHR251090.1	6.8377
CARHR002900.1	CARHR079700.1	NA
CARHR002900.1	CARHR200220.1	NA
CARHR002900.1	CARHR061800.1	NA
CARHR002900.1	CARHR200180.1	9.1948
CARHR002900.1	CARHR163210.1	NA
CARHR002900.1	CARHR227310.1	9.7166
CARHR002900.1	CARHR070520.1	NA
CARHR002900.1	CARHR011540.1	6.7009
CARHR002900.1	CARHR011540.1	6.7009
CARHR002900.1	CARHR196300.1	9.1291
CARHR002900.1	CARHR088670.1	NA
CARHR002900.1	CARHR243440.1	NA
CARHR002900.1	CARHR016950.1	NA
CARHR002900.1	CARHR090110.1	4.718
CARHR002900.1	CARHR127680.1	NA
CARHR002900.1	CARHR127680.1	NA
CARHR002900.1	CARHR221420.1	NA
CARHR002900.1	CARHR203380.1	NA
CARHR002900.1	CARHR226080.1	6.7704
CARHR002900.1	CARHR135810.1	NA
CARHR002900.1	CARHR262610.1	5.9253
CARHR002900.1	CARHR263040.1	NA
CARHR002900.1	CARHR041310.1	8.6455
CARHR002900.1	CARHR159930.1	NA
CARHR002900.1	CARHR146270.1	3.6113
CARHR002900.1	CARHR293510.1	NA
CARHR002900.1	CARHR293510.1	NA
CARHR002900.1	CARHR158000.1	NA
CARHR002900.1	CARHR067890.1	NA
CARHR002900.1	CARHR291190.1	NA
CARHR002900.1	CARHR131450.1	NA
CARHR002900.1	CARHR089670.1	NA
CARHR002900.1	CARHR290120.1	NA
CARHR002900.1	CARHR290120.1	NA
CARHR002900.1	CARHR087300.1	NA
CARHR002900.1	CARHR088490.1	NA
CARHR002900.1	CARHR291600.1	NA
CARHR002900.1	CARHR291600.1	NA
CARHR002900.1	CARHR062230.1	NA
CARHR002900.1	CARHR208500.1	NA
CARHR002900.1	CARHR158780.1	7.3654
CARHR002900.1	CARHR154870.1	NA
CARHR002900.1	CARHR265620.1	9.7172
CARHR002900.1	CARHR158810.1	NA
CARHR002900.1	CARHR245340.1	NA
CARHR002900.1	CARHR146950.1	NA
CARHR002900.1	CARHR238580.1	3.8529
CARHR002900.1	CARHR111930.1	4.3453
CARHR002900.1	CARHR096550.1	5.3558
CARHR002900.1	CARHR030950.1	NA
CARHR002900.1	CARHR030950.1	NA
CARHR002900.1	CARHR134460.1	NA
CARHR002900.1	CARHR215340.1	NA
CARHR002900.1	CARHR261600.1	NA
CARHR002900.1	CARHR147870.1	NA
CARHR002900.1	CARHR220070.1	7.2509
CARHR002900.1	CARHR242250.1	NA
CARHR002900.1	CARHR242250.1	NA
CARHR002900.1	CARHR083140.1	NA
CARHR002900.1	CARHR179010.1	7.6232
CARHR002900.1	CARHR091870.1	NA
CARHR002900.1	CARHR269060.1	NA
CARHR002900.1	CARHR067930.1	5.0749
CARHR002900.1	CARHR258010.1	NA
CARHR002900.1	CARHR053480.1	2.6998
CARHR002900.1	CARHR273080.1	NA
CARHR002900.1	CARHR273080.1	NA
CARHR002900.1	CARHR232680.1	NA
CARHR002900.1	CARHR137990.1	NA
CARHR002900.1	CARHR046650.1	NA
CARHR002900.1	CARHR291210.1	NA
CARHR002900.1	CARHR227650.1	NA
CARHR002900.1	CARHR227650.1	NA
CARHR002900.1	CARHR086020.1	5.8109
CARHR002900.1	CARHR136190.1	NA
CARHR002900.1	CARHR127830.1	NA
CARHR002900.1	CARHR142640.1	NA
CARHR002900.1	CARHR145400.1	NA
CARHR002900.1	CARHR173900.1	NA
CARHR002900.1	CARHR197950.1	NA
CARHR002900.1	CARHR281250.1	NA
CARHR002900.1	CARHR111120.1	NA
CARHR002900.1	CARHR144070.1	4.4524
CARHR002900.1	CARHR144070.1	4.4524
CARHR002900.1	CARHR009130.1	NA
CARHR002900.1	CARHR079000.1	NA
CARHR002900.1	CARHR225370.1	NA
CARHR002900.1	CARHR225370.1	NA
CARHR002900.1	CARHR225370.1	NA
CARHR002900.1	CARHR031260.1	7.8127
CARHR002900.1	CARHR031260.1	7.8127
CARHR002900.1	CARHR089460.1	NA
CARHR002900.1	CARHR225710.1	NA
CARHR002900.1	CARHR002870.1	NA
CARHR002900.1	CARHR284650.1	NA
CARHR002900.1	CARHR131090.1	NA
CARHR002900.1	CARHR032750.1	NA
CARHR002900.1	CARHR005270.1	NA
CARHR002900.1	CARHR156170.1	NA
CARHR002900.1	CARHR204480.1	3.4453
CARHR002900.1	CARHR239330.1	NA
CARHR002900.1	CARHR070660.1	NA
CARHR002900.1	CARHR222870.1	6.6217
CARHR002900.1	CARHR222870.1	6.6217
CARHR002900.1	CARHR269710.1	NA
CARHR002900.1	CARHR220200.1	NA
CARHR002900.1	CARHR204820.1	6.2627
CARHR002900.1	CARHR166670.1	6.788
CARHR002900.1	CARHR013780.1	6.3
CARHR002900.1	CARHR275560.1	NA
CARHR002900.1	CARHR181940.1	NA
CARHR002900.1	CARHR286660.1	NA
CARHR002900.1	CARHR132270.1	NA
CARHR002900.1	CARHR179690.1	8.2796
CARHR002900.1	CARHR009180.1	NA
CARHR002900.1	CARHR275360.1	NA
CARHR002900.1	CARHR275360.1	NA
CARHR002900.1	CARHR033680.1	NA
CARHR002900.1	CARHR257210.1	NA
CARHR002900.1	CARHR094400.1	NA
CARHR002900.1	CARHR067660.1	9.5281
CARHR002910.1	CARHR051380.1	2.2166
CARHR002910.1	CARHR111570.1	2.4616
CARHR002910.1	CARHR011400.1	2.6429
CARHR002910.1	CARHR129730.1	4.0859
CARHR002910.1	CARHR031400.1	7.3031
CARHR002920.1	CARHR163610.1	NA
CARHR002920.1	CARHR013000.1	NA
CARHR002920.1	CARHR047490.1	NA
CARHR002920.1	CARHR009650.1	NA
CARHR002920.1	CARHR048250.1	NA
CARHR002920.1	CARHR048080.1	NA
CARHR002920.1	CARHR048080.1	NA
CARHR002920.1	CARHR048080.1	NA
CARHR002920.1	CARHR239780.1	NA
CARHR002920.1	CARHR046370.1	NA
CARHR002920.1	CARHR144310.1	NA
CARHR002920.1	CARHR055240.1	NA
CARHR002920.1	CARHR055240.1	NA
CARHR002920.1	CARHR051050.1	NA
CARHR002920.1	CARHR226930.1	NA
CARHR002920.1	CARHR196550.1	NA
CARHR002920.1	CARHR048810.1	NA
CARHR002920.1	CARHR049120.1	NA
CARHR002920.1	CARHR023340.1	NA
CARHR002920.1	CARHR211430.1	NA
CARHR002920.1	CARHR254670.1	3.4086
CARHR002920.1	CARHR081940.1	NA
CARHR002920.1	CARHR048230.1	NA
CARHR002920.1	CARHR164980.1	NA
CARHR002920.1	CARHR048100.1	NA
CARHR002920.1	CARHR048100.1	NA
CARHR002920.1	CARHR048100.1	NA
CARHR002920.1	CARHR048780.1	NA
CARHR002920.1	CARHR103620.1	8.2435
CARHR002920.1	CARHR224650.1	NA
CARHR002920.1	CARHR051040.1	NA
CARHR002920.1	CARHR174820.1	NA
CARHR002920.1	CARHR012890.1	NA
CARHR002920.1	CARHR169450.1	NA
CARHR002920.1	CARHR055280.1	NA
CARHR002920.1	CARHR055280.1	NA
CARHR002920.1	CARHR048840.1	NA
CARHR002920.1	CARHR048840.1	NA
CARHR002920.1	CARHR198300.1	NA
CARHR002920.1	CARHR048490.1	3.9773
CARHR002920.1	CARHR158780.1	NA
CARHR002920.1	CARHR048500.1	NA
CARHR002920.1	CARHR050170.1	NA
CARHR002920.1	CARHR001750.1	NA
CARHR002930.1	CARHR251810.1	0.8168
CARHR002930.1	CARHR016690.1	NA
CARHR002930.1	CARHR076760.1	NA
CARHR002930.1	CARHR216490.1	NA
CARHR002930.1	CARHR073360.1	NA
CARHR002930.1	CARHR212060.1	NA
CARHR002930.1	CARHR080090.1	NA
CARHR002930.1	CARHR092050.1	NA
CARHR002930.1	CARHR187270.1	3.5043
CARHR002930.1	CARHR186500.1	NA
CARHR002930.1	CARHR240960.1	NA
CARHR002930.1	CARHR188500.1	NA
CARHR002930.1	CARHR285320.1	NA
CARHR002930.1	CARHR065690.1	NA
CARHR002930.1	CARHR085960.1	NA
CARHR002930.1	CARHR202580.1	NA
CARHR002930.1	CARHR007170.1	NA
CARHR002930.1	CARHR239650.1	NA
CARHR002930.1	CARHR122650.1	NA
CARHR002930.1	CARHR111280.1	NA
CARHR002930.1	CARHR035740.1	NA
CARHR002930.1	CARHR236170.1	NA
CARHR002930.1	CARHR018160.1	NA
CARHR002930.1	CARHR128900.1	NA
CARHR002930.1	CARHR018150.1	NA
CARHR002950.1	CARHR251820.1	0.9096
CARHR002950.1	CARHR235860.1	1.4986
CARHR002950.1	CARHR018440.1	NA
CARHR002950.1	CARHR066220.1	NA
CARHR002950.1	CARHR015570.1	7.1726
CARHR002950.1	CARHR143790.1	NA
CARHR002950.1	CARHR290730.1	NA
CARHR002950.1	CARHR182420.1	NA
CARHR002950.1	CARHR204710.1	8.6757
CARHR002960.1	CARHR139990.1	NA
CARHR002960.1	CARHR170580.1	3.4957
CARHR002960.1	CARHR077650.1	NA
CARHR002960.1	CARHR059920.1	NA
CARHR002970.1	CARHR267410.1	3.712
CARHR002970.1	CARHR235120.1	4.6858
CARHR002970.1	CARHR230760.1	NA
CARHR002970.1	CARHR132070.1	NA
CARHR002970.1	CARHR231450.1	NA
CARHR002970.1	CARHR210820.1	NA
CARHR002970.1	CARHR046330.1	NA
CARHR002970.1	CARHR255160.1	NA
CARHR002970.1	CARHR235490.1	6.9121
CARHR002990.1	CARHR251900.1	NA
CARHR002990.1	CARHR251850.1	1.9119
CARHR002990.1	CARHR251840.1	1.5584
CARHR002990.1	CARHR251860.1	3.1401
